R peak,P peak,Q peak,S peak,T peak,PR duration,ST duration,QRS duration,QT duration,RR_duration,Heart rate,min,max,mean,std,subject_status
0.361038039867784,-0.016912217041769508,-0.046996593579820965,-0.06583475393762535,0.10531763577141141,0.8183333333333334,0.0,0.0,0.22299442299442163,0.7705105105105076,78.10284951029665,-0.21103253569729385,0.5230040113035397,-3.7462849509774586e-05,0.07306480778323886,1
0.25516949113931336,0.008381244858970642,-0.04825607543289982,-0.23285440829298445,0.10320463746784306,0.06681617397213767,0.07944274549779137,0.265232755691471,0.18579001019367986,0.610747536527358,98.37576770206987,-0.3211751952315488,0.33882840974177525,4.613687739960436e-05,0.07598036779294604,1
0.24681061993501432,-0.017002806476204693,-0.02971323479397982,-0.06168110222597869,0.059319976561812884,0.5745614035087719,0.1276190476190476,0.3004761904761905,0.1788064622486015,0.592321134190572,101.60890119908332,-0.15166005238303068,0.3357834983385901,-1.407417271736395e-05,0.052933485526574876,1
0.24239376779309654,-0.015291446213725919,-0.029701628647614574,-0.023097244184111087,0.04141132937982535,0.06,0.12333333333333334,0.27666666666666667,0.13849914529914545,0.6101120162932829,98.70748304939136,-0.08034891769961558,0.3138429407117178,1.3338053009353815e-05,0.051074077433326266,1
0.09183538362527534,0.0003293969935768117,-0.011399110169305499,-0.011163736904574034,0.005107367483302892,0.2746616541353383,0.255692511597084,0.25794444444444453,0.15026515151515152,0.5769184652278178,104.49794435597394,-0.40792803379981224,0.49624939329747686,-4.883268935381172e-06,0.021309294125741535,1
0.04275143179819066,-0.00012009493089315815,-0.01349050250466461,-0.012145383872888634,0.010617054740587278,0.15,0.6111510791366904,0.0,0.4001587301587302,0.7017291178766591,86.52521448534672,-0.26396388172831353,0.349199075251438,3.173979151931678e-05,0.03590399440880295,1
0.07303716173880598,0.022301732612905537,-0.32572566576509954,-0.0015170480166484361,0.038383708016624524,0.1372072072072072,0.1328165374676999,0.4716666666666666,0.3,0.6626651901070508,91.08782270188465,-0.4758536031806828,0.1677806049068313,7.4053325820239125e-06,0.06679104793184666,1
0.0738150230664736,0.010077115642148984,-0.03304948124103007,-0.008263807469522658,0.013789333056178478,0.118689523809524,0.09073820395738179,0.3239150227617602,0.25825037707390647,0.6837214611872153,93.00819511321468,-0.20837449036423844,0.2514023293666159,1.3336226698854148e-05,0.028108718386199896,1
0.057586653657351446,0.0016880034682111213,-0.09864359407132095,-0.002292643504322339,0.017908880416975453,0.14066666666666666,0.4739665471923536,0.3378333333333334,0.37059259259259264,0.5023162894663306,121.55163131722388,-0.3014546046901265,0.2749346237785476,-1.765675895805158e-05,0.038543641340624914,1
0.17139771276275909,0.01276768251430376,-0.024497140707859473,-0.20654273966098705,0.035889601412402244,0.832380952380953,0.09666666666666665,0.3027272727272728,0.2082968369829685,0.8738004866180039,69.52438805008428,-0.3064356176827875,0.2857352121987235,3.134286362141505e-05,0.045082884442280216,1
0.2799928296263177,-0.01643444471505345,-0.04270015148061747,-0.03373225489156892,0.05853247206804592,0.40199999999999997,0.12333333333333334,0.35888888888888887,0.18391778107974244,0.8457768361581922,71.69747159232404,-0.23930113253019364,0.4089983076735297,-4.425481521644029e-06,0.05662286246524246,1
0.2478383969673649,-0.015293953431962876,-0.03736097757570465,-0.0715974066533901,0.09703930336496178,0.18509433962264152,0.08733333333333332,0.2892592592592594,0.20516492045013748,0.6972099340318209,86.26209650576874,-0.10093802097763314,0.3243623633953607,1.5435051251556375e-05,0.05664395981049851,1
0.22384278565298316,0.003270474959023384,-0.05346623480824851,-0.10173957614963544,0.13555755956324517,0.5151943076081006,0.09586666666666668,0.26600000000000007,0.16637770897832832,0.6186240110079116,100.35171072858955,-0.19436034394752733,0.4170550208481022,9.49895601051913e-06,0.07247845329358693,0
0.43569204851665716,-0.024774498077787754,-0.042187789513853824,-0.042605000273959893,-0.005303071794581427,0.6666666666666666,0.0,0.0,0.10622497055359251,0.5874092247301301,102.50939261068288,-0.08499941576663585,0.5409445322388249,2.5362972351314185e-07,0.08894218899092252,0
0.418384897473967,-0.028524561250479443,-0.04317779894574427,-0.10811910740455534,0.08028388585377778,0.5255555555555556,0.18,0.4,0.2055140961857374,0.744701492537311,80.75511419390138,-0.1738569446261796,0.6791069390051361,8.410199399604917e-05,0.0788693027498516,0
0.18543345197217176,-0.008841008157138144,-0.030696624211214933,-0.0814980573962533,0.07829678837512827,0.6017948717948716,0.07541666666666666,0.24541666666666667,0.16704119850187274,0.6116751787538341,98.25529890653617,-0.14392429457824088,0.31209397630767133,2.032529295373931e-05,0.0479666175443143,0
0.4842594969799547,-0.027118221704969664,-0.048473424637155746,-0.05158333075862355,0.04547591692982504,0.6916666666666667,0.0,0.0,0.47991591591591554,0.6672345953971784,90.45361624898858,-0.1250901745487863,0.6311631113151945,1.0479314152861213e-05,0.09446975035465875,0
0.3240269769208423,-0.012979456495682424,-0.06559159118440164,-0.05849265239678947,0.19285214837285797,0.4585057471264367,0.06784313725490197,0.27666666666666667,0.20686741363212072,0.8352022315202228,72.08563857421508,-0.19863227324608626,0.4622018401374167,1.5670766072095897e-05,0.08150540215838707,0
